"id","group","X1","X2","RCI","abs_RCI","class","weight","X2_adj"
18,"Consistent",-0.967473202344996,-1.55935868638867,-0.729480993420163,0.729480993420163,"Stable",0.578208146724084,-1.30970621114677
19,"Consistent",1.60751027262866,1.56894630230834,-0.0475289293923948,0.0475289293923948,"Stable",0.95462757346476,1.57069604321861
20,"Consistent",0.939117261115827,0.676386883620061,-0.323807259924497,0.323807259924497,"Stable",0.755396975279494,0.740651528641486
21,"Inconsistent",0.766683650884328,0.389176243975539,-0.465266484208918,0.465266484208918,"Stable",0.682469715083867,0.509046278449237
22,"Consistent",0.587803192480714,2.03587097367751,1.78469983137688,1.78469983137688,"Marginal",0.359105131810761,1.1078117639183
23,"Consistent",-1.1169163710903,-0.529243269936562,0.724289358656254,0.724289358656254,"Stable",0.579949064221625,-0.776095906007971
24,"Consistent",-1.78369722459337,-0.44042706859591,1.65553992156426,1.65553992156426,"Marginal",0.376571254636211,-1.27786029663403
25,"Consistent",-1.31792644806123,-2.03094479963089,-0.878773596332135,0.878773596332135,"Stable",0.53226211074728,-1.69743910086925
26,"Consistent",1.90878336770424,2.17907368623628,0.33312465905999,0.33312465905999,"Stable",0.750117397652158,2.11153283805207
27,"Biased",0.256217866276261,-0.104321283911885,-0.444353619976097,0.444353619976097,"Stable",0.692351226299104,0.00659814351466148
28,"Biased",0.911534597584347,0.521959144719229,-0.480139986584276,0.480139986584276,"Stable",0.675611772578149,0.648332835321209
29,"Consistent",1.02459584049463,0.734294720949615,-0.357787367295964,0.357787367295964,"Stable",0.736492343415672,0.810791288664728
30,"Inconsistent",-1.00134472868193,-1.89302618354881,-1.09897047832082,1.09897047832082,"Stable",0.476424042323836,-1.42616321187481
31,"Consistent",0.350233470420172,0.79875015015621,0.552783269601552,0.552783269601552,"Stable",0.644004877935478,0.639080400005605
32,"Inconsistent",1.86810937902886,1.71464543809179,-0.189139674999503,0.189139674999503,"Stable",0.840944105241815,1.73905478253066
33,"Consistent",2.87666123577737,2.14442347911471,-0.90246093298448,0.90246093298448,"Stable",0.525634972399277,2.49177146276429
34,"Consistent",1.05048106574494,1.88384934895293,1.02710125439496,1.02710125439496,"Stable",0.493315268702982,1.46159436430423
35,"Consistent",-0.185300174431201,0.662107780055363,1.0444047254678,1.0444047254678,"Stable",0.489139937676079,0.22920089961257
36,"Biased",1.36864440139926,0.676109070357957,-0.853528891797073,0.853528891797073,"Stable",0.53951141761295,0.995013683202112
37,"Biased",0.842553193829798,0.351574418708379,-0.605116520474356,0.605116520474356,"Stable",0.623007730120722,0.53666962160395
38,"Consistent",-1.4115898992529,-1.89968037706161,-0.601556781217739,0.601556781217739,"Stable",0.624392473453019,-1.71634991996074
39,"Consistent",1.91014865185787,1.78781764816976,-0.150769269566857,0.150769269566857,"Stable",0.86898392792188,1.80384497576635
40,"Consistent",-0.334486366649078,0.483494165830434,1.00813631609097,1.00813631609097,"Stable",0.497974162404769,0.0728468038758139
41,"Biased",2.092364822656,1.81709902101507,-0.339256791810098,0.339256791810098,"Stable",0.746682791616409,1.88682858545023
42,"Consistent",-3.0965918950401,-3.20395487379351,-0.132321630634563,0.132321630634563,"Stable",0.883141302740628,-3.1914085759625
43,"Consistent",-0.867269235140521,-1.10192534080217,-0.289206567291879,0.289206567291879,"Stable",0.775670885776366,-1.04928514447192
44,"Consistent",0.381813464943115,0.760339126645924,0.466521452507214,0.466521452507214,"Stable",0.681885695085037,0.639924698880859
45,"Consistent",0.816700001416338,1.30991888124019,0.607877381904055,0.607877381904055,"Stable",0.621937973165464,1.12345155186092
46,"Consistent",0.767118293537378,0.966182084606303,0.245340113886334,0.245340113886334,"Stable",0.8029934865579,0.926965221175247
47,"Consistent",-1.2757419507754,-1.72727333778465,-0.55649880531888,0.55649880531888,"Stable",0.642467566684145,-1.56583622226875
48,"Biased",1.12001164579835,1.22140812754888,0.124968103173196,0.124968103173196,"Stable",0.888914092034522,1.21014440730912
49,"Biased",1.13043150016171,0.67612508800072,-0.559918940056145,0.559918940056145,"Stable",0.641058951411929,0.839194307962071
50,"Biased",-1.82478048432989,-1.22849862770213,0.734899389928507,0.734899389928507,"Stable",0.576402300793482,-1.48108225024824
51,"Consistent",-0.935530549366644,0.014361751003283,1.17071358834827,1.17071358834827,"Stable",0.460678002555334,-0.497936061789535
52,"Consistent",1.40065860173741,0.666998751164606,-0.904213620803798,0.904213620803798,"Stable",0.525151164278451,1.01537627702475
53,"Consistent",0.285438953902213,-0.390435489217644,-0.832994850331544,0.832994850331544,"Stable",0.54555526973746,-0.083287910222696
54,"Inconsistent",0.360045579751253,2.16944114540097,2.23002541927993,2.23002541927993,"Inconsistent",0.309595086785085,0.920225556927126
55,"Biased",0.260300392998144,0.218663695330715,-0.0513159730995017,0.0513159730995017,"Stable",0.951188820095436,0.220696031671192
56,"Consistent",0.464313893471502,-0.0175760747511591,-0.593914840311137,0.593914840311137,"Stable",0.627386090341437,0.161982830333527
57,"Biased",0.73943639488136,0.381976550644131,-0.440558468338362,0.440558468338362,"Stable",0.694175225774396,0.491296626802702
58,"Biased",1.15007038245887,1.59119290536489,0.543670194496181,0.543670194496181,"Stable",0.647806768288596,1.43583253844193
59,"Inconsistent",2.02822846405871,4.13556137393342,2.59722420299969,2.59722420299969,"Inconsistent",0.277992124918461,2.61405041758538
60,"Consistent",-3.54829889421327,-2.57143549566181,1.20395465275262,1.20395465275262,"Stable",0.453729843647669,-3.10506681712339
61,"Consistent",-0.270915849066959,0.0123354747286445,0.349098706828139,0.349098706828139,"Stable",0.741235607845994,-0.0609598819001425
62,"Consistent",-1.60532026260085,-1.25256376655573,0.434761733658979,0.434761733658979,"Stable",0.696979837516133,-1.35945609730456
63,"Consistent",1.03564111126906,0.779341250906079,-0.315881841659156,0.315881841659156,"Stable",0.759946652002683,0.840866890477457
64,"Biased",2.86948449004572,2.62514842817999,-0.30113682113048,0.30113682113048,"Stable",0.768558681731226,2.6816978884388
65,"Inconsistent",-0.568116776682958,-1.07764384001568,-0.627976725827235,0.627976725827235,"Stable",0.614259395810381,-0.881098562754755
66,"Inconsistent",-2.36210249807728,-1.33182118791789,1.2697906164258,1.2697906164258,"Stable",0.440569272232998,-1.9081922110651
67,"Inconsistent",0.786540003270051,0.0459286120037612,-0.912781184880956,0.912781184880956,"Stable",0.522798952595425,0.399349143635794
68,"Consistent",1.46322722127701,2.05376099266452,0.727815048371978,0.727815048371978,"Stable",0.578765650259988,1.80500788347458
69,"Biased",0.0104921188542297,-0.393188976403714,-0.497524765064143,0.497524765064143,"Stable",0.667768589427747,-0.259073436704815
70,"Consistent",-1.89144492116938,-1.12292277969586,0.947180342044218,0.947180342044218,"Stable",0.513563114010367,-1.49676029700832
71,"Inconsistent",1.28315265815337,-0.655843062242777,-2.38975369811174,2.38975369811174,"Inconsistent",0.295006684573292,0.711135959277502
72,"Consistent",-1.49535195628539,-0.29738328373864,1.47646022903842,1.47646022903842,"Stable",0.403802164183468,-1.01160961368702
73,"Consistent",-1.6346884140784,-0.649216806479042,1.21456401057118,1.21456401057118,"Stable",0.451556150658332,-1.18969264836776
74,"Consistent",2.6368763824602,2.09371490916997,-0.669430120867901,0.669430120867901,"Stable",0.599006803279745,2.3115189646799
75,"Inconsistent",1.65474183918317,2.16981714816676,0.634814771121878,0.634814771121878,"Stable",0.611690093375997,1.96980830303101
76,"Biased",1.50808896242106,1.03021717490089,-0.588962553881388,0.588962553881388,"Stable",0.629341451475544,1.2073444380439
77,"Consistent",1.36015249273575,-0.2127449627486,-1.93854863703688,1.93854863703688,"Marginal",0.340304049215385,0.824889119633852
78,"Biased",-0.692343880667459,0.258861412606687,1.17233181247091,1.17233181247091,"Stable",0.460334832026675,-0.254470951765221
79,"Consistent",0.759126041891293,0.884442993002372,0.154449359636856,0.154449359636856,"Stable",0.866213828828802,0.867677317930373
80,"Biased",1.31088319903901,0.996349536974669,-0.387653244508106,0.387653244508106,"Stable",0.720641128435857,1.0842173058779
81,"Consistent",0.232528636262378,0.941514392585415,0.873803544411833,0.873803544411833,"Stable",0.533673875781834,0.610895812713408
82,"Biased",1.65977500548029,1.7719390102791,0.138238750319786,0.138238750319786,"Stable",0.878550303896307,1.75831672598251
83,"Consistent",-0.767635043241035,0.386401783317791,1.42231555491141,1.42231555491141,"Stable",0.412828129668091,-0.291216178564656
84,"Biased",3.58995286685815,2.54553992657962,-1.28720742399393,1.28720742399393,"Stable",0.437214390574947,3.13332049966568
85,"Inconsistent",0.540775163024345,0.42203087828811,-0.146348746721357,0.146348746721357,"Stable",0.87233488313227,0.437190381276337
86,"Consistent",1.68434255150032,1.54428649587802,-0.172614861057011,0.172614861057011,"Stable",0.852794922877394,1.56490345834739
87,"Inconsistent",0.668876508629722,1.9585094241491,1.58943364167891,1.58943364167891,"Marginal",0.38618483358841,1.16691318149971
88,"Biased",-1.10982556369201,0.234708869381392,1.65709810489901,1.65709810489901,"Marginal",0.376350424606549,-0.60380945890671
89,"Consistent",1.29693353364766,0.6759895691257,-0.765294693499036,0.765294693499036,"Stable",0.566477655930566,0.945182652161026
90,"Consistent",0.514919005492513,0.93901614295505,0.522686920836855,0.522686920836855,"Stable",0.656733821191824,0.793437939134799
91,"Inconsistent",-1.20591593108171,-2.97926141006126,-2.18559477560648,2.18559477560648,"Inconsistent",0.313913121548744,-1.76259234597253
92,"Consistent",-1.31816299439396,-1.60517158045242,-0.353729419156677,0.353729419156677,"Stable",0.738700057669547,-1.530176253467
93,"Consistent",1.74398413466671,1.56112961298287,-0.225362678635076,0.225362678635076,"Stable",0.816084917090746,1.59475931749868
94,"Consistent",0.402078308551251,-1.25759954317056,-2.04550285599188,2.04550285599188,"Inconsistent",0.328353000238548,-0.142881893491073
95,"Consistent",-0.651088437557624,-0.757812549917088,-0.131534247087774,0.131534247087774,"Stable",0.883755840862702,-0.745406495216187
96,"Biased",1.65535501295383,1.71692767780958,0.0758864509053956,0.0758864509053956,"Stable",0.929466115274958,1.71258471856443
97,"Consistent",-0.51745833853066,-0.576175117934557,-0.0723666582889654,0.0723666582889654,"Stable",0.932516870298419,-0.572212725894385
98,"Consistent",1.70542614056378,2.090900493067,0.475085504177175,0.475085504177175,"Stable",0.677926803001034,1.96674953599518
99,"Consistent",-0.823232470770029,-0.644203448989265,0.220647865474658,0.220647865474658,"Stable",0.819237085718527,-0.676565256707317
100,"Consistent",-0.632003883050303,0.112149211266233,0.91714622698647,0.91714622698647,"Stable",0.521608621149302,-0.243847213599867
101,"Biased",1.35760213239858,1.14432192163877,-0.262861422042327,0.262861422042327,"Stable",0.79185252043156,1.18871565995025
102,"Consistent",-0.928716465576509,-0.632584829069657,0.364973303461211,0.364973303461211,"Stable",0.732615061015673,-0.71176596862837
103,"Consistent",1.43339171992054,0.738267482235375,-0.856719641091238,0.856719641091238,"Stable",0.538584274043806,1.05900873699662
104,"Consistent",-1.67239044133958,-1.55617306030673,0.143234414179813,0.143234414179813,"Stable",0.87471124696454,-1.57073379105738
105,"Consistent",0.943066983173319,-0.108237207628645,-1.29570068225632,1.29570068225632,"Stable",0.435596856214354,0.485122182735008
106,"Consistent",0.13980566937397,0.376360694625778,0.291546928369151,0.291546928369151,"Stable",0.774265323260619,0.322962022469485
107,"Consistent",-0.0918487857924234,-0.0193783026293914,0.0893176830258386,0.0893176830258386,"Stable",0.918005844926948,-0.0253204586640801
108,"Biased",3.31300558045418,2.60704133431872,-0.870079624307893,0.870079624307893,"Stable",0.534736589288328,2.9355006673162
109,"Biased",-0.929182896141854,-0.326472523033712,0.742822342450155,0.742822342450155,"Stable",0.573781948763719,-0.583358563719756
110,"Consistent",-0.420883863021806,0.566830629846466,1.21732829896514,1.21732829896514,"Stable",0.450993206764518,0.0245686634846458
111,"Consistent",-1.50778852268628,-2.06239318198952,-0.683533502224108,0.683533502224108,"Stable",0.593988773421441,-1.83721746399963
112,"Consistent",-2.00336115754522,-1.87873501264113,0.153597961838258,0.153597961838258,"Stable",0.866853126548958,-1.89532859418537
113,"Biased",1.60868511666047,1.58510596007252,-0.0290605987737286,0.0290605987737286,"Stable",0.97176007048724,1.58577183379253
114,"Consistent",1.140113660166,1.07316228344053,-0.0825155509320438,0.0825155509320438,"Stable",0.923774258151767,1.07826570179919
115,"Consistent",-0.725312889924384,-0.375952519796428,0.43057611097584,0.43057611097584,"Stable",0.699019082122006,-0.481103324667736
116,"Inconsistent",-0.0217482123644545,-1.09705446477449,-1.32528249870224,1.32528249870224,"Stable",0.43005527309396,-0.484189336404296
117,"Consistent",-0.262381543233056,0.704164364009177,1.1912386561405,1.1912386561405,"Stable",0.456362887354922,0.178714137757092
118,"Biased",1.58706488508773,0.945656568466252,-0.790516389759051,0.790516389759051,"Stable",0.55849809905095,1.22883955953917
119,"Consistent",2.46863888295511,3.00169268393682,0.65697271984093,0.65697271984093,"Stable",0.603510237691783,2.79034230908809
120,"Consistent",-0.267378151946939,0.415739160962301,0.841921468725825,0.841921468725825,"Stable",0.542911311355616,0.103493964214341
121,"Consistent",0.76612840125135,2.0168399721401,1.54146425923616,1.54146425923616,"Marginal",0.393473957528937,1.25825083277618
122,"Consistent",1.04724806032372,1.08785953320762,0.0500524144995166,0.0500524144995166,"Stable",0.952333413257877,1.08592372291267
123,"Consistent",0.43078166653906,-0.702722606879532,-1.39700980292732,1.39700980292732,"Stable",0.417186445703627,-0.042100952478314
124,"Consistent",1.98757260448859,2.39969480554888,0.507928173176453,0.507928173176453,"Stable",0.663161560204488,2.26087620633864
125,"Inconsistent",0.354867729838277,-0.0036142897469853,-0.441818268601141,0.441818268601141,"Stable",0.69356868460975,0.10623582705828
126,"Consistent",-0.52475569622012,-0.485063429051579,0.0489195212009444,0.0489195212009444,"Stable",0.95336198801512,-0.486914597483493
127,"Consistent",-1.46516752715288,-1.5950993474238,-0.160137046579655,0.160137046579655,"Stable",0.861967129614751,-1.57716448531742
128,"Consistent",1.48691549715301,1.49212671331495,0.00642266662255526,0.00642266662255526,"Stable",0.993618320775595,1.49209345700504
129,"Consistent",-1.79655505480769,-2.33141506969474,-0.659198823959904,0.659198823959904,"Stable",0.602700523625833,-2.11891546584664
130,"Inconsistent",-0.418043360712261,-2.84410502629212,-2.990047773794,2.990047773794,"Inconsistent",0.250623565604362,-1.02607158571594
131,"Consistent",1.85049742419144,1.47872403858972,-0.45819947602551,0.45819947602551,"Stable",0.685777231744462,1.59554370097723
132,"Biased",1.91608225609765,2.22307487647308,0.378359138247768,0.378359138247768,"Stable",0.725500322993647,2.13880550133669
133,"Inconsistent",-0.658128395324755,1.21774756500028,2.31196049905143,2.31196049905143,"Inconsistent",0.301935968223778,-0.091733970976307
134,"Consistent",-0.911636820287157,-1.44035890490368,-0.65163401017076,0.65163401017076,"Stable",0.605461012453123,-1.2317574289454
135,"Consistent",2.61224970007725,2.34190405733394,-0.333192844480459,0.333192844480459,"Stable",0.750079033307216,2.40946910170953
136,"Consistent",-0.863467648972415,-0.356902448869545,0.624326318798282,0.624326318798282,"Stable",0.615639843070342,-0.551605928676188
137,"Consistent",-1.7313422133022,-0.560442943060502,1.44309800776907,1.44309800776907,"Stable",0.409316366686884,-1.25207397825054
138,"Consistent",1.14309276173139,0.650995402002421,-0.606495142239436,0.606495142239436,"Stable",0.622473092950665,0.836775396188041
139,"Consistent",-0.682057174423634,-0.376382113923197,0.376735285471495,0.376735285471495,"Stable",0.726356047203022,-0.460028245749991
140,"Consistent",-1.13359733661535,-0.725517369736597,0.502946241559826,0.502946241559826,"Stable",0.665359792883979,-0.862077334372803
141,"Consistent",-2.24004395478146,-1.11379761750396,1.38806461570932,1.38806461570932,"Stable",0.418749138286181,-1.76842927154854
142,"Consistent",-1.24259401516526,-1.17534087978545,0.0828874593651291,0.0828874593651291,"Stable",0.923456995786318,-1.18048863681021
143,"Inconsistent",-1.44517089511046,-0.835697377869199,0.751157713453279,0.751157713453279,"Stable",0.571050792465747,-1.09713056010295
144,"Consistent",-0.667030052732549,-2.09538335161411,-1.7604023269917,1.7604023269917,"Marginal",0.362266032824935,-1.18447393579078
145,"Consistent",0.341519602333239,-0.478524895862989,-1.01068009153741,1.01068009153741,"Stable",0.497344159425868,-0.0663247393139713
146,"Biased",1.98830468762099,1.12645536792076,-1.06220327219079,1.06220327219079,"Stable",0.484918249081065,1.57037822454024
147,"Consistent",-1.55084400965894,-1.90203040769406,-0.432826635253993,0.432826635253993,"Stable",0.697921140908113,-1.79594442124702
148,"Inconsistent",0.881871455549145,-1.17337051583338,-2.53302369363787,2.53302369363787,"Inconsistent",0.283043672138616,0.300148220835625
149,"Inconsistent",1.60862339366032,2.03088113150706,0.520419916331428,0.520419916331428,"Stable",0.657713036549052,1.88634781262583
150,"Consistent",0.68667932448448,0.152459997196718,-0.658409195832505,0.658409195832505,"Stable",0.602987490972039,0.364551752694462
151,"Inconsistent",-1.6812460813598,-1.56641664497538,0.141523814294804,0.141523814294804,"Stable",0.876022022035316,-1.58065296630914
152,"Inconsistent",0.247256025554431,-0.100791866637094,-0.428958521535449,0.428958521535449,"Stable",0.699810375829158,0.00368849931333359
153,"Consistent",-0.352787619303245,0.286602198298343,0.788028650644062,0.788028650644062,"Stable",0.559275154589828,0.00480721977904502
154,"Biased",-0.520860808952551,-0.0649829712245848,0.56185567463502,0.56185567463502,"Stable",0.640264024544831,-0.228978629868048
155,"Consistent",-0.0210547873016153,0.201180388050238,0.273898145602457,0.273898145602457,"Stable",0.784992115305322,0.153398073093086
156,"Consistent",0.0144583361696566,0.281047942307504,0.328563642737651,0.328563642737651,"Stable",0.752692583051114,0.215118355428132
157,"Consistent",2.15255207170475,0.854478569440631,-1.59983641006838,1.59983641006838,"Marginal",0.384639585832132,1.65326161741421
158,"Biased",0.418560101800537,0.365020288340005,-0.06598620402699,0.06598620402699,"Stable",0.938098444634918,0.368334486067168
159,"Consistent",0.160169525500934,-0.297616806598114,-0.564207836340763,0.564207836340763,"Stable",0.639301233996727,-0.132493841516823
160,"Consistent",-0.903075643468515,-0.524171556870166,0.466987849768468,0.466987849768468,"Stable",0.681668904182014,-0.644788509966932
161,"Consistent",0.0577275949928243,-0.61656550768969,-0.831045895974212,0.831045895974212,"Stable",0.546135955520628,-0.310528112941659
162,"Biased",0.680647293197235,0.978426928623118,0.367004412385181,0.367004412385181,"Stable",0.731526534179342,0.898480997849519
163,"Biased",0.0130188230178083,-0.421140068623253,-0.535087729154631,0.535087729154631,"Stable",0.651428567245924,-0.269804681721007
164,"Biased",0.526981256666851,0.89292483344845,0.45101441262356,0.45101441262356,"Stable",0.689173030467639,0.779179700457593
165,"Biased",-0.863699691580037,-0.273220906803244,0.727747279034001,0.727747279034001,"Stable",0.578788351823716,-0.521937448952206
166,"Consistent",0.115770259992521,-0.173919336654924,-0.357033683783116,0.357033683783116,"Stable",0.736901384210462,-0.0977024047683518
167,"Consistent",1.15885744671464,0.177558554354607,-1.2094212649893,1.2094212649893,"Stable",0.452607212506775,0.71471449040758
168,"Consistent",-1.00602284685012,-0.739933724388748,0.327946811713159,0.327946811713159,"Stable",0.753042208603159,-0.805646506386532
169,"Consistent",2.55319295707042,0.814009398334716,-2.14349124006043,2.14349124006043,"Inconsistent",0.318117635339991,1.99992799594323
170,"Consistent",0.572609711514402,0.223951999478389,-0.429710106086781,0.429710106086781,"Stable",0.699442492392441,0.328743692416087
171,"Inconsistent",0.54382482883846,0.723734943829559,0.221733786261194,0.221733786261194,"Stable",0.818508918428331,0.691082862474141
172,"Consistent",1.07690993935319,1.01852404282285,-0.0719588551347744,0.0719588551347744,"Stable",0.932871625818393,1.02244339313207
173,"Consistent",0.382524768826494,0.508118609959882,0.154790618231613,0.154790618231613,"Stable",0.8659578491652,0.491283741362758
174,"Biased",0.239326311177191,0.878094764588288,0.787262838034742,0.787262838034742,"Stable",0.5595147947571,0.596726711284811
175,"Consistent",-2.17969542686093,-1.63589457122897,0.670218140304768,0.670218140304768,"Stable",0.598724188097687,-1.85410870108586
176,"Consistent",0.410858316949016,-0.0853339426890466,-0.61154198277561,0.61154198277561,"Stable",0.620523703811717,0.1029592581957
177,"Consistent",2.6671252295757,2.31252627740712,-0.43703250521785,0.43703250521785,"Stable",0.6958784831721,2.42036744860621
178,"Inconsistent",0.429294018781325,1.57644761680201,1.41383218350376,1.41383218350376,"Stable",0.414279006980704,0.904535672223675
179,"Consistent",1.14212060090768,0.524213724508618,-0.761551574060023,0.761551574060023,"Stable",0.567681363819057,0.791346382600287
180,"Biased",-0.413568528559721,-0.907554916515829,-0.608823312510347,0.608823312510347,"Stable",0.621572295866124,-0.720616781848213
181,"Inconsistent",-1.67846833705099,-0.524123318570699,1.42269539215206,1.42269539215206,"Stable",0.412763405271395,-1.201996956365
182,"Inconsistent",-0.0138168869320843,-0.680984131258408,-0.82226349063943,0.82226349063943,"Stable",0.548768059688833,-0.379936961088987
183,"Inconsistent",-0.0930603893484003,0.0924951714008446,0.22869162775414,0.22869162775414,"Stable",0.813873861766151,0.0579584314507713
184,"Consistent",1.01839069267746,1.11886323537837,0.123829376183023,0.123829376183023,"Stable",0.889814789675994,1.10779264712908
185,"Consistent",0.991050058107495,-0.204368288242616,-1.47331702898094,1.47331702898094,"Stable",0.404315333733025,0.507724090452369
186,"Consistent",0.137519747886849,-0.612059075511927,-0.923833274308362,0.923833274308362,"Stable",0.519795563032618,-0.252107998659045
187,"Inconsistent",0.551968641513483,1.357682948602,0.993018563544297,0.993018563544297,"Stable",0.501751473012697,0.95623698192255
188,"Consistent",0.874868783960924,0.729663921202719,-0.178960610438756,0.178960610438756,"Stable",0.848204758620261,0.751705328394613
189,"Consistent",0.428705860663028,0.557648325963444,0.158917696441517,0.158917696441517,"Stable",0.862874044524924,0.539966967207813
190,"Biased",-1.00403351882619,-0.00514943611480989,1.23109448130024,1.23109448130024,"Stable",0.448210512096835,-0.556323172588744
191,"Consistent",-0.0335703788943125,0.81419988924777,1.04485126611203,1.04485126611203,"Stable",0.48903312263945,0.381017362616094
192,"Consistent",-0.407246311372185,0.209971567458574,0.760702405354016,0.760702405354016,"Stable",0.567955150716645,-0.056694237975853
193,"Inconsistent",1.03131234007698,0.861847454336593,-0.208860356491879,0.208860356491879,"Stable",0.827225406664841,0.891126681054977
194,"Biased",0.627119541547775,1.0517655760629,0.52336341988609,0.52336341988609,"Stable",0.656442177188931,0.905875108979533
195,"Consistent",1.39131424824163,0.723023321107828,-0.823648395782041,0.823648395782041,"Stable",0.548351317234684,1.02485603805182
196,"Inconsistent",0.851683514269759,1.27642711761827,0.523483670528186,0.523483670528186,"Stable",0.656390363313382,1.13048112238673
197,"Biased",0.642514147981752,0.7516796758177,0.134543217970062,0.134543217970062,"Stable",0.881411993973409,0.738733953544794
198,"Consistent",0.0236467454480294,-0.408396464552993,-0.532480215393705,0.532480215393705,"Stable",0.652536972389619,-0.25827742274753
199,"Biased",0.270507645650222,-0.519006134353134,-0.973051902913808,0.973051902913808,"Stable",0.506829039075555,-0.129640864805788
200,"Consistent",-0.238204455599831,0.279000815722198,0.63743988541253,0.63743988541253,"Stable",0.610709442776315,0.0776576874502179
201,"Consistent",-1.57008656016094,-1.60068557410098,-0.0377123610705273,0.0377123610705273,"Stable",0.96365817495744,-1.5995735500899
202,"Consistent",-0.160615640728678,-0.744156250594943,-0.719196187880901,0.719196187880901,"Stable",0.581667180889117,-0.500042062203904
203,"Consistent",0.26053355489681,0.24736020232903,-0.0162357594110371,0.0162357594110371,"Stable",0.984023629103106,0.247570664695608
204,"Consistent",1.1799416652347,0.92903493461732,-0.309234972035682,0.309234972035682,"Stable",0.763804833631305,0.988297891598517
205,"Inconsistent",1.40319308010993,0.71924764932089,-0.842942099016502,0.842942099016502,"Stable",0.542610644432973,1.0320770091525
206,"Biased",0.871179448624137,0.500678230470091,-0.456631568045774,0.456631568045774,"Stable",0.686515397535704,0.61682465755565
207,"Biased",-1.39535792753563,-1.16210959735947,0.287471526498764,0.287471526498764,"Stable",0.776716206469798,-1.21419016935579
208,"Consistent",0.454645571750901,0.917672232091066,0.570666382722171,0.570666382722171,"Stable",0.636672441073622,0.749441885871841
209,"Consistent",0.777744943077901,0.730988061532089,-0.057626445180317,0.057626445180317,"Stable",0.945513422586089,0.733535683978068
210,"Biased",0.0316123734605357,0.149308220249135,0.145056578597288,0.145056578597288,"Stable",0.873319291545415,0.134398426995793
211,"Biased",1.40851176762441,1.77871405857321,0.456263149288213,0.456263149288213,"Stable",0.686689078473747,1.66272563764491
212,"Consistent",-0.653298216236833,-1.41513983774977,-0.93894680283978,0.93894680283978,"Stable",0.515743907226026,-1.04621339080332
213,"Biased",0.805768212871787,0.0247140238509721,-0.962625712374867,0.962625712374867,"Stable",0.509521501575537,0.407804309670038
214,"Inconsistent",1.40860036781296,1.49059340325441,0.10105394127718,0.10105394127718,"Stable",0.908220716997787,1.48306814125042
215,"Biased",-1.01084450518458,-0.675376208775684,0.413454549439962,0.413454549439962,"Stable",0.707486491444822,-0.773505217167278
216,"Biased",0.337927558121978,1.07664946377958,0.910452450901092,0.910452450901092,"Stable",0.523436215085246,0.724601356419951
217,"Consistent",0.17597188439161,0.0932378233871278,-0.101967232916259,0.101967232916259,"Stable",0.907467999165082,0.100893371589071
218,"Consistent",-2.24504979005707,-1.43849280851178,0.994057134376704,0.994057134376704,"Stable",0.5014901442694,-1.84056941302043
219,"Consistent",-2.20065548200722,-2.36936029426016,-0.207923588860913,0.207923588860913,"Stable",0.827866935642024,-2.34032061795513
220,"Consistent",0.138307952591697,0.206607752020561,0.0841774412127486,0.0841774412127486,"Stable",0.922358243205477,0.20130483560419
